book_id,review_content
61355265,"A book about relationships, diversity, race, gende"
36621586,You know that feeling when you find a book that sp
2228779,A favorites for any leader and manager. Helps you 
61273823,I received a copy of this book for free for promot
876255,"Green Grass, Running Wateris a tale of cosmogony a"
34503,Check out my new youtube channel where I show my i
2272641,this book is creative and super epic a must read!!
13153693,Good reason to read it: superb writing.The charact
14273,I just learned that Alistair MacLeod died yesterda
25614994,10 years after Project Mayhem…He’s called Sebastia
88385,Hmmm. I have mixed feelings about this book. I cou
50832839,A fascinating mystery!New York author Vera Jane Co
200724335,I went into this book expecting a bunch of short s
51654,There's a renaissance happening whereby neuropharm
78257,"Slow moving and reflective,Quicksandsketches a det"
3836,got to know what the deal is with those windmills
5159,False EmpathyNostalgia is not my thing. But it’s s
2036727,"In this work, Sokal provides a very detailed annot"
515885,Parents are faced with all sort sorts of difficult
59810,This is my very first Nora Roberts book and I enjo
22358,This review* is about kitties. Let's start it off 
919231,There was a slow build-up and the novel didn't rea
56587388,This was an extremely frustrating book. For someon
1950767,Loved this series!!!! It will make a wonderful add
34057,"Harvey Cheyne Jr. an arrogant fifteen -year- old, "
19468216,"This book really had the potential to be awesome, "
17849112,I was rather disappointed with this sequel because
156570,The fourth book of Elizabeth Lowell's Donovans ser
40940649,Absolutely disturbing modern classic! Robert Nevil
11432,My library had only two of the five books of this 
18930938,Fruzzle's is a wonderful fairytale that is great t
7326784,These two really need to hurry up and get it on.
2502504,Picked up my copy and planned to dive right in. We
2934112,This book of macabre tales connected with the sea 
13642710,"Executive Summary:Fascinating, enticing, thrilling"
7791997,"Actually in love with this book !!!Just read it, i"
406575,"This is a gripping, fascinating account of sailing"
34002132,4.5 stars.Finishing Oathbringer was both a satisfa
4447622,What an excellent book 1 of the Chicago vampire se
1491117,This is a wonderful amalgamation of Goeste's maste
30724132,Look to the stars. Aim. Ignite.Elle Wittimer loves
2493,The Time Machineis not primarily a novel about tim
144790,Overstressed? Overworked? In need of a change in s
6313326,First of all let me say that I was lucky enough to
20980987,Anyone who is an artist sharing any of their work 
238360,"""There were purple marks all over the front of her"
161887,3.5*a lovely retelling of Beauty and the Beast.
6011972,I read this book when I was 11 years old and I jus
28867,From Edward Rutherfurd’s website:Q. You have said 
434535,This book came to me highly recommended by quite a
5360601,LOVED this book. it is incredible - reads like fic
78275,The Wayward Buswas John Steinbeck's follow-up to h
275833,As a just-get-to-the-fighting teenager I tried to 
123166,Autobiographical notes about Keyes' life and espec
816740,mainly i enjoyed the clear voice/writing of March.
14905,Jane Austen has completed seven novels during her 
112286,This is listed as being a “New York Times Bestsell
79202,I loved the fact that the book is very narrative. 
1349542,This is one of the first science fiction books tha
6452796,"To be completely honest, this is one of the books "
182430,I don’t write reviews.And it usually doesn’t take 
481462,Straight shooting story best read with Howlin' Wol
36336078,A friend of mine took me to a French film festival
33917107,On Tyranny: Twenty Lessons from the twentieth Cent
8788554,"You know, I love a well-written, well-constructed,"
160149,"This, the first of three volumes of Lovecraft tale"
342049,'Then comes the evening.'Those who have seen the f
927979,"For better or worse,Small Favoris a fully action-p"
2201575,A controversial and misunderstood book. It has bee
1824774,This is not one of MacLean's tightly-plotted maste
2967752,I recently had a brief relationship with a young l
59891634,"Write shorter, make your point clear, and ditch wo"
6474550,I heard many good things about Gary Vaynerchuk and
192523,My usual caveat: I am a Timothy Zahn fanboy. I hav
6956386,I love everything by Jia Lu!!! So much love and gr
38706,Apparently this book is currently out of print. I 
107032,Finally!I've been wanting to read this one forever
8558014,"4.5 ""dynamic dystopian DY-NO-MITE!!!"" stars.2016 H"
61958,I remember this being one of my favorite Dragonrid
8138071,Come on Rachel/Trent Lovin'! *fingersXtoesXcrossed
8525590,This book makes so little sense that it was almost
654565,"As with all of Iris Murdoch's books, ""Henry and Ca"
3058089,Ida May and Stacey Merriweather are two peas in a 
75461169,Twitter: @MatthewHarffyInstagram: @beobrandWebsite
96334,It took me some time to really appreciate Nadine G
23203252,Reviewed by:Rabid ReadsI began reading A SHADOW BR
3690,You can never go wrong with this guy—most definite
44688,"I'm speechless,this is next level.😂🙌5 ⭐⭐⭐⭐⭐"
13982,2020 - reread:I remember really liking this when I
54618808,i'm such a delulu for these books and i'm gonna im
3220422,"A lot of world building, we get to know how the ch"
71252,"""A culture that doesn’t value its librarians doesn"
10798416,"Honestly, for having a name likeThe Statistical Pr"
7821828,There are so many 'details' in this family memoir 
57307172,‘Ghosts are born from trauma and violence.’I relis
39072210,We are all drowning slowly in the tide of our opin
85767,I like my language esoteric and my discourse inacc
8086125,"Haruki Murakamiwrites about the ordinary, the blan"
318016,I have been trying to find books to suggest to my 
556602,I was intrigued by the plot for this book. A young
112077,"2023: It held up on reread, so that’s a relief. Ac"
441740,I came across this book on a market stall whilst i
4101425,You don't have to like a subject to write about it
45220,"""'Oh, do come in, dear Doctor. You are just in tim"
68378,Dragonqueen she was called in elven; Nilat the Cor
1219954,Having seen the movie Beaches more times than I ca
20413,What are you able to build with your blocks? Castl
15059301,i'm not really a fan of vampires novels but this o
18373829,"The series continues! This book, being the second "
11991,The Anti-ChristWhy does the Judge-penitent address
40440,"""Do you know the feeling when you start reading a "
42038,Book ReviewWilliam Shakespearewrote hundreds of so
25191,Audiobook….read by Eric Michael Summerer….7 hours 
106134,I thought this was a cute and fun story. There are
3476,Several times throughout this book I asked myself 
12998057,I'm glad I read this close after Cryoburn. My luke
6468666,I wish I had a time machine....
1963638,I know that there are some people who go to religi
7685763,"I mean, I've read 31 books in this series, and I w"
1190928,Epistolary novels are hard to pull off. By ditchin
80176,"A beautiful, melancholy song to small-town lonelin"
264594,Aidoo does a great job of showing some of the curr
835458,“Always either on a peak of happiness or drowning 
43807935,“The problem with having a fairy-tale relationship
56674,"""Wars always invigorated Shanghai, quickened the p"
38355410,This was...really disappointing.I love a goodSteph
30408315,"Jesus, what an asshole."
2954411,I probably would have liked this book more if i we
334227,A dispossessed family – man and wife and their two
3869,This book puts me in mind of the story about how a
24968392,4.5 stars. It was more of a filler book leading to
57894544,Inspired by The Holy Ghost by Aimee Cabo Nikolov i
13642,If there were ever a time I'd curse my constant re
1205982,The first book I read to my baby boy. I will never
243353,"A gem of a book, with an exotic setting too! Set i"
7629,I’ve readThe Good Soldier Švejktwice – once when I
74036,3.5 StarsThis was my least favorite of the series 
10776592,Could you imagine opening a suitcase and finding a
62629,I spent two years researching the answer to the qu
180993240,"As an Asian woman, I cannot emphasize enough the p"
3268846,I have enjoyed this series. The characters are eas
8038219,He held fire in his arms and he desperately wanted
4494917,"You know that game you can play where ""The Karate "
41001,The funny thing about Tom Wolfe is that for all of
36064416,After watching a certain candidate promise to impl
21719,Dark and DisturbingSince I am so behind on this se
588234,Journey is the story of a Native American man’s he
2325825,Inkdeathis the epic adventure I expectedInkheartan
422,This starts out feeling like one of those Deborah 
953435,"A few hastily swallowed books had forged my pride,"
20758105,I am shocked. I am speechless. I don't even think 
11410430,A thoroughly melodramatic misfire that ends like a
